customer_id,gender,age,tenure,monthly_charges,total_charges,num_logins_last_30d,support_tickets_last_12m,contract_type,payment_method,churn
1145,M,21,41,98.21322124469724,3954.787030475489,23,7,monthly,bank_transfer,0
1146,M,60,30,106.90788813991438,3159.175933174739,44,7,yearly,bank_transfer,0
1147,F,46,21,152.7171377663518,3195.1174562836804,6,4,monthly,bank_transfer,0
1148,F,55,51,87.16156980244469,4384.802974686647,43,0,monthly,bank_transfer,0
1149,F,23,51,119.04040162040792,6080.345884518185,13,2,yearly,bank_transfer,0
1150,F,63,20,146.72953502786737,2922.268313561442,33,4,monthly,boleto,0
1151,M,18,1,98.3483087492883,209.44792320851465,13,9,monthly,bank_transfer,1
1152,F,65,8,192.3158870754882,1453.3049407842725,8,7,monthly,bank_transfer,1
1153,M,52,7,196.9508952414022,1386.7302382054347,22,8,monthly,credit_card,1
1154,F,35,58,67.95103515312667,3949.8602883333947,19,9,monthly,bank_transfer,0
1155,M,18,36,101.57298266012151,3605.099505568217,25,1,monthly,credit_card,0
1156,F,49,40,81.1958104709713,3252.595038711225,11,0,monthly,boleto,0
1157,M,22,14,78.01843933356727,1130.7378689902775,48,5,monthly,credit_card,0
1158,F,49,51,123.64697575074193,6310.82033741573,33,2,monthly,bank_transfer,0
1159,M,58,43,134.57406622023183,5855.90799171096,42,8,yearly,boleto,1
1160,M,31,45,113.84780608963987,5014.266893129027,38,4,monthly,credit_card,0
1161,F,30,28,90.88323096460411,2502.618796368779,36,0,monthly,credit_card,0
1162,M,29,42,91.79323613804596,3929.0687201594774,7,2,monthly,boleto,1
1163,F,29,33,198.81922345110962,6606.6356905498105,29,3,monthly,bank_transfer,0
1164,F,23,23,188.55160609853758,4363.712525829678,44,0,monthly,bank_transfer,0
1165,F,30,36,61.384826148403576,2271.5145116685017,4,3,yearly,boleto,1
1166,M,52,20,148.48259779941884,2873.8240620532883,23,5,monthly,credit_card,0
1167,M,33,57,118.53164112272664,6796.08407713156,9,8,monthly,credit_card,1
1168,M,58,43,153.3221145798743,6646.069435055566,39,6,yearly,bank_transfer,0
1169,F,60,44,139.54410583108302,6107.005648258866,46,0,monthly,bank_transfer,0
1170,F,57,43,183.3878600123626,8017.139836426153,2,4,yearly,boleto,0
1171,F,46,27,60.04824714332375,1631.120121072844,40,7,monthly,bank_transfer,1
1172,F,34,57,102.43968680865584,5729.423695967956,18,3,monthly,credit_card,0
1173,M,66,13,197.8241188663377,2590.777145159078,48,5,monthly,boleto,0
1174,M,28,34,77.34280234859251,2593.662278352676,0,9,monthly,bank_transfer,0
1175,M,42,5,69.10001592599708,403.7498433264613,9,1,yearly,boleto,1
1176,M,41,18,159.34580090008632,2895.6216178711184,35,4,monthly,credit_card,0
1177,M,56,34,166.61527400261951,5635.023212475254,38,6,monthly,boleto,0
1178,M,46,29,150.84103215119904,4449.512528297918,3,7,yearly,bank_transfer,0
1179,M,59,56,166.4293743139888,9367.017526882339,8,8,monthly,bank_transfer,1
1180,M,65,37,154.05823581397584,5658.758725733001,16,2,monthly,boleto,1
1181,F,38,25,70.36560234337651,1751.5378045563702,1,4,monthly,credit_card,0
1182,F,63,26,141.23328462177608,3697.911239704382,39,8,monthly,credit_card,1
1183,F,26,37,166.53150238392988,6143.452425066775,33,8,yearly,credit_card,0
1184,M,65,47,179.82749094867017,8435.172104395137,37,8,monthly,boleto,0
1185,M,27,17,86.93528640255616,1479.736120256679,23,6,monthly,boleto,0
1186,M,62,35,69.11461414078079,2365.721565725458,32,2,monthly,boleto,0
1187,M,38,34,167.16356653738694,5571.922995342307,28,3,monthly,credit_card,0
1188,F,68,1,88.48225175534981,100.43899487195169,34,6,monthly,credit_card,1
1189,F,24,54,54.7894217481331,2859.1837769344284,22,2,monthly,bank_transfer,0
1190,M,42,34,173.78203454739563,5858.937239454215,32,6,monthly,boleto,1
1191,M,64,15,125.898670071629,1799.9009331270063,32,5,monthly,boleto,0
1192,M,20,38,98.9949698642633,3679.38663245394,32,4,monthly,boleto,0
1193,M,31,40,51.71436578473237,2089.8923900952595,43,3,monthly,boleto,0
1194,F,22,55,55.29911670619215,3030.3360105875645,17,7,monthly,boleto,0
1195,F,34,3,168.8934905840442,493.7604489787264,43,4,monthly,credit_card,0
1196,F,38,25,123.45588274472966,3020.601979437041,1,3,yearly,bank_transfer,0
1197,F,50,11,72.45830739446902,764.2489268972312,24,3,monthly,bank_transfer,1
1198,F,31,34,103.77584408735272,3547.201456930502,22,4,monthly,credit_card,0
1199,F,26,30,74.79577213062844,2241.268800653528,43,6,yearly,boleto,1
1200,F,26,29,66.93223297705799,1982.168459386781,2,9,monthly,credit_card,1
1201,F,66,58,91.44617310112154,5352.132640471345,10,3,monthly,boleto,0
1202,M,67,32,132.4262821193596,4225.0300349065965,23,1,yearly,credit_card,0
1203,F,29,25,81.50099117183404,1944.9123149998265,40,9,monthly,credit_card,0
1204,F,28,4,101.55066219271507,368.37040381754946,23,1,monthly,bank_transfer,0
1205,F,20,18,121.68963259346894,2185.5289226388063,31,9,monthly,bank_transfer,0
1206,F,67,53,113.00446087747278,5950.412073905852,8,1,monthly,bank_transfer,0
1207,F,54,27,69.29416986819345,1818.2113758745354,47,3,monthly,boleto,0
1208,F,57,54,55.82984533038323,3018.2992620518685,39,9,monthly,boleto,1
1209,M,33,32,55.31880904234084,1891.717044491571,2,1,monthly,bank_transfer,0
1210,F,51,33,102.5268527041801,3358.976736136124,35,1,monthly,boleto,1
1211,F,21,26,157.82031178059842,4103.187813670969,6,6,monthly,boleto,0
1212,F,53,33,69.6882948093906,2234.1119348483403,27,1,monthly,credit_card,0
1213,M,48,4,168.04701745466383,734.358122570731,35,0,monthly,bank_transfer,1
1214,F,35,4,157.35114639707552,673.1417377558732,46,6,monthly,boleto,1
1215,M,54,29,50.59152363284168,1507.4408923257045,3,9,monthly,boleto,1
1216,M,51,36,54.01218094727677,2012.4283046672008,14,7,monthly,credit_card,1
1217,F,40,33,79.25498233070775,2594.047349178615,34,9,yearly,credit_card,1
1218,F,27,26,58.41813665758775,1503.7506621050004,13,5,yearly,credit_card,0
1219,F,19,18,129.70146579054588,2420.1203108241584,35,6,monthly,bank_transfer,0
1220,M,66,42,55.944089218762365,2381.288152335247,9,9,monthly,boleto,1
1221,F,32,36,170.39687569930965,6023.326434107939,8,5,yearly,bank_transfer,0
1222,F,33,3,123.94431034187157,394.57397980746515,27,0,monthly,credit_card,1
1223,F,53,27,159.19315500087163,4269.130281985054,34,2,yearly,bank_transfer,0
1224,F,31,42,162.60538264037618,6874.334662128632,10,6,yearly,credit_card,0
1225,M,37,47,126.01459095053491,5943.09529814615,43,8,yearly,boleto,0
1226,F,54,17,188.80443143801992,3122.6481962451985,43,6,monthly,boleto,0
1227,M,48,55,198.5361160782962,10932.927892831065,4,4,monthly,bank_transfer,1
1228,F,52,39,103.88220290218189,4061.937299547674,15,3,monthly,boleto,0
1229,M,18,26,68.87962103738502,1809.04327129525,27,6,monthly,bank_transfer,0
1230,M,41,38,104.48572679718004,3999.2340608885065,24,8,yearly,boleto,1
1231,F,42,52,83.5030845521405,4416.958694702393,12,2,yearly,boleto,0
1232,F,50,14,129.65085005926252,1835.8063503103901,26,5,monthly,credit_card,1
1233,F,25,9,106.75814018786022,961.9681847144652,48,4,monthly,bank_transfer,1
1234,F,26,26,122.06741214301863,3231.151093427896,15,2,yearly,credit_card,0
1235,F,57,5,164.47813641140021,934.5277182364895,10,4,yearly,credit_card,0
1236,M,53,50,91.10314618127782,4600.910846772295,36,0,yearly,credit_card,0
1237,M,60,58,130.6212086959588,7586.340410706015,28,5,monthly,credit_card,1
1238,M,32,36,100.27418739930326,3631.4972738633633,34,1,yearly,credit_card,0
1239,M,69,58,167.7441296180992,9741.961705819667,32,4,monthly,credit_card,0
1240,M,32,5,145.93049486115444,730.5783950694386,38,8,monthly,boleto,1
1241,F,51,38,51.27570957659161,2056.7355054858003,36,1,monthly,bank_transfer,0
1242,F,26,27,149.00770116578275,3985.7552627603122,30,2,monthly,credit_card,0
1243,F,65,17,75.52430120998736,1341.65841198192,22,7,yearly,bank_transfer,0
1244,M,35,19,158.6710685304559,3008.4574549436334,23,9,monthly,boleto,0
1245,F,59,33,135.10080002681872,4384.305442378081,13,9,monthly,bank_transfer,1
1246,F,35,38,110.2224016584762,4179.035375842771,22,1,monthly,credit_card,0
1247,F,59,10,154.1099643810888,1513.760852123192,30,2,yearly,credit_card,0
1248,M,41,37,178.48899288031703,6632.971602492613,35,9,monthly,bank_transfer,0
1249,M,21,55,166.81155707931097,9179.200650495031,38,5,monthly,boleto,0
1250,F,27,1,131.80689148578614,80.7055483033877,18,8,monthly,credit_card,0
1251,M,53,52,158.40414803892946,8310.566093698817,36,0,monthly,boleto,0
1252,M,28,36,112.08718315891304,4089.6452939446554,21,1,monthly,credit_card,0
1253,M,32,21,168.3539182344693,3614.735059528675,17,2,monthly,bank_transfer,0
1254,F,46,44,174.35778374342271,7683.590717914005,8,0,monthly,credit_card,0
1255,F,31,37,70.59407553145981,2610.1941412499787,13,8,yearly,bank_transfer,0
1256,M,24,46,85.70470393909194,3977.5944053291605,33,8,yearly,boleto,0
1257,M,50,5,90.49831060237376,423.6178019658237,10,3,monthly,credit_card,0
1258,F,53,4,74.91225784731374,306.15200912524676,3,0,monthly,bank_transfer,1
1259,F,56,38,108.88025103461311,4128.66564434923,13,1,monthly,credit_card,1
1260,F,67,18,78.95498171744184,1348.137955054457,49,2,monthly,bank_transfer,0
1261,M,24,15,139.33089663899142,2096.336224826825,7,7,monthly,credit_card,1
1262,F,40,25,65.24231643464239,1609.0095662788947,7,8,yearly,credit_card,0
1263,M,30,43,90.48787295401345,3878.8509288216633,20,5,yearly,boleto,0
1264,F,64,11,149.82809689195352,1666.2983130939865,19,9,monthly,boleto,1
1265,M,46,58,109.78176847000239,6430.969227959469,46,9,yearly,boleto,0
1266,M,23,25,113.21941127801117,2788.04677742288,11,7,yearly,boleto,0
1267,M,53,9,169.68878794375837,1510.3711807373575,20,0,monthly,credit_card,0
1268,M,20,5,197.676732993648,950.1295301502494,14,8,yearly,bank_transfer,0
1269,F,32,51,134.76016748813194,6831.25951250478,12,9,yearly,boleto,0
1270,M,55,7,61.860075719541165,403.29208285429957,16,5,yearly,boleto,0
1271,M,44,25,65.43544613354538,1626.0636391978749,12,5,yearly,bank_transfer,0
1272,M,57,40,195.2751083044124,7840.297915020372,35,7,monthly,boleto,1
1273,F,47,31,151.88523691227073,4724.4646325196345,39,5,monthly,credit_card,0
1274,F,61,16,162.8703677500729,2553.083034047004,8,3,yearly,boleto,0
1275,F,47,7,151.3645636528312,1124.259961765676,24,6,monthly,credit_card,0
1276,F,20,42,76.94264025427299,3278.8115060033174,13,7,monthly,boleto,0
1277,F,21,29,117.2543241237143,3355.3161170572293,43,1,monthly,boleto,0
1278,F,58,3,169.71206564290486,570.3417415246926,5,6,monthly,bank_transfer,1
1279,M,20,11,179.95444444131098,1995.8458094842347,20,1,monthly,bank_transfer,1
1280,F,37,34,85.6003272119558,2902.588360060235,16,5,yearly,credit_card,0
1281,F,18,10,139.3942686250731,1411.8466884746965,18,1,monthly,credit_card,1
1282,F,33,24,73.56528541076801,1764.2783100771562,47,9,monthly,credit_card,0
1283,M,48,8,193.74153096826274,1577.1861804701723,27,6,monthly,boleto,1
1284,F,26,48,87.83064334887314,4225.236656902469,19,4,monthly,credit_card,0
1285,M,42,38,158.9952692905845,6024.948930428601,40,5,yearly,boleto,0
1286,M,69,47,84.66694163402815,3878.0549188412538,38,6,yearly,credit_card,0
1287,F,21,4,142.40809143178126,595.9914927587214,7,1,yearly,boleto,1
1288,M,21,23,148.88964605339848,3405.7790953088283,23,5,monthly,bank_transfer,0
1289,M,32,16,99.26421551821291,1627.1247787736688,20,7,yearly,boleto,0
1290,F,61,37,172.82507981390768,6418.61170622837,22,2,monthly,boleto,0
1291,M,39,49,182.80563473711757,8940.09289156096,17,4,monthly,boleto,0
1292,F,51,14,178.26048953809925,2546.7962630872566,41,3,monthly,bank_transfer,0
1293,M,19,46,99.6197329197076,4592.749797398378,49,1,monthly,bank_transfer,0
1294,M,56,35,161.65103885189808,5665.9685021853375,1,9,monthly,bank_transfer,0
1295,F,21,49,133.92361323038364,6555.351513950642,42,5,monthly,credit_card,0
1296,F,55,5,138.89424867380174,778.6490289809985,43,3,monthly,boleto,0
1297,M,25,59,121.61376278876928,7139.548668082604,18,3,yearly,boleto,0
1298,F,62,26,140.03917219533076,3624.8847502056474,24,6,monthly,credit_card,0
1299,F,33,17,70.3481237053625,1134.0513457371626,5,1,monthly,credit_card,0
1300,M,27,11,111.3270849676183,1260.9344885100268,17,5,yearly,credit_card,1
1301,F,35,59,76.6507642981919,4493.287643275439,11,2,monthly,boleto,0
1302,M,18,53,92.01582964571386,4853.337192136519,45,8,monthly,bank_transfer,1
1303,F,26,8,69.17218038832007,527.5306114987015,5,7,monthly,credit_card,1
1304,F,49,27,81.87434078330301,2213.743296952301,16,7,monthly,bank_transfer,0
1305,F,33,44,167.28938836815738,7298.195108965967,24,1,monthly,bank_transfer,0
1306,F,36,35,132.47546932665054,4524.479163127656,48,0,yearly,bank_transfer,0
1307,M,59,12,53.54646777683525,665.4428151916617,40,4,monthly,bank_transfer,0
1308,M,24,22,168.27867257031733,3596.452911236796,46,3,monthly,boleto,0
1309,M,38,22,186.4202593894236,4143.952595766188,15,7,monthly,boleto,1
1310,F,27,18,182.06439136739564,3355.0854320898793,13,7,monthly,credit_card,0
1311,F,43,57,173.45253243099825,9878.58315837015,28,3,monthly,boleto,0
1312,M,35,12,198.83246642014055,2450.964244377711,17,1,yearly,bank_transfer,0
1313,F,20,42,137.96029333068992,5793.119498911816,0,3,monthly,credit_card,1
1314,F,21,54,194.38814427723574,10576.921848924623,40,5,monthly,boleto,0
1315,F,62,47,192.32663487521413,9016.540946529403,4,2,monthly,bank_transfer,1
1316,M,20,48,96.9858095755159,4537.074769153208,9,3,monthly,bank_transfer,0
1317,F,58,10,179.51506340838063,1791.1550468784812,47,2,monthly,boleto,1
1318,F,65,8,168.87089983381657,1436.3653583410694,36,0,monthly,bank_transfer,1
1319,M,42,47,166.36981661016284,7846.129795974674,32,6,monthly,credit_card,1
1320,M,34,45,184.44211569378828,8274.12904479358,6,9,monthly,credit_card,0
1321,M,58,44,107.62850148804615,4752.099123938267,12,9,monthly,boleto,0
1322,M,69,25,110.00824488310728,2798.7623640003094,10,9,yearly,bank_transfer,1
1323,F,24,31,146.00784638054546,4521.962415851185,32,6,monthly,credit_card,1
1324,F,68,1,160.67068067215132,291.9901849392703,25,7,monthly,credit_card,0
1325,F,67,18,181.9605653986422,3249.4192793495854,18,0,monthly,boleto,0
1326,M,25,32,181.3767980988923,5854.183075266791,37,2,monthly,bank_transfer,0
1327,F,20,8,158.20094365793898,1303.7044110876018,38,7,monthly,bank_transfer,1
1328,M,55,8,193.53391667322842,1513.2799621509246,36,9,monthly,bank_transfer,1
1329,F,22,3,76.79429284193634,209.16086515842537,5,9,yearly,bank_transfer,1
1330,M,49,13,192.55097707701293,2554.0676343751365,30,6,monthly,boleto,0
1331,M,21,59,59.62872230504324,3525.334010377763,10,1,monthly,bank_transfer,0
1332,F,53,42,133.34328217878772,5617.321437845448,13,9,monthly,bank_transfer,0
1333,M,30,56,63.52954355121834,3475.856071183009,48,3,yearly,boleto,0
1334,F,23,16,135.20014627972046,2196.0022732336324,20,0,monthly,credit_card,0
1335,F,21,36,108.51645686835792,3920.957289465013,39,7,yearly,credit_card,0
1336,F,27,53,62.24141472535803,3295.5994793119175,12,1,monthly,boleto,0
1337,F,46,21,147.21752075362826,3109.6125289791476,48,3,monthly,credit_card,1
1338,M,21,39,159.67969994342627,6207.047412437412,13,6,yearly,credit_card,0
1339,F,59,41,76.12781204299719,3091.645168568711,9,9,monthly,credit_card,1
1340,M,49,50,154.16550789631535,7696.1811182338115,16,9,monthly,boleto,1
1341,F,33,58,76.85713237215994,4434.503518669362,8,1,monthly,boleto,1
1342,M,69,37,70.60946739729147,2721.5767717519443,29,1,yearly,credit_card,0
1343,M,52,35,72.10448997871185,2569.250685697094,7,8,yearly,boleto,0
1344,F,52,52,139.86177034315023,7224.388611645227,10,3,monthly,boleto,0
1345,M,27,41,166.81862121899047,6941.378270091652,35,0,yearly,boleto,0
1346,F,54,22,139.53405522107204,3048.1063842917692,2,5,monthly,boleto,1
1347,F,47,38,171.40271795273677,6514.776050577211,22,6,monthly,bank_transfer,1
1348,F,69,33,138.7216011605554,4622.683698044893,34,9,yearly,credit_card,1
1349,F,42,14,169.59818710227302,2275.8751922369415,22,4,yearly,boleto,0
1350,F,53,31,196.4783751699951,6078.9783379228,1,7,monthly,bank_transfer,1
1351,M,35,37,108.64397119523369,3991.160241675288,7,5,yearly,bank_transfer,0
1352,M,20,54,72.4913265390342,3924.7856370850536,48,9,monthly,bank_transfer,1
1353,M,24,35,70.30952175574365,2479.3357456143,38,4,yearly,bank_transfer,0
1354,F,63,10,139.6216394984897,1392.3534267182795,17,6,monthly,credit_card,1
1355,M,56,59,132.06545987830128,7785.679767910827,43,9,monthly,credit_card,0
1356,M,36,35,77.63530678130462,2770.4923059774337,0,8,yearly,bank_transfer,1
1357,M,54,17,182.31574440015103,3114.4419513192693,2,4,monthly,bank_transfer,0
1358,M,18,45,193.51225526812826,8710.122737568368,44,5,monthly,boleto,0
1359,M,19,23,87.98234646549525,2030.9874982793979,33,5,yearly,credit_card,0
1360,M,44,22,81.03243963516005,1874.508121850032,29,1,monthly,credit_card,0
1361,M,50,50,82.08827784613209,4113.047591155809,17,2,monthly,boleto,0
1362,M,66,52,108.11322945370392,5596.165506344319,40,7,monthly,credit_card,0
1363,M,57,31,177.98407629484194,5422.056410709548,30,0,monthly,boleto,0
1364,M,31,23,139.39409149116767,3134.3672355951085,21,6,monthly,boleto,0
1365,F,60,51,60.13301475990049,3043.432458000937,19,4,monthly,credit_card,0
1366,M,43,11,120.94686277581008,1324.9966483362034,17,4,yearly,bank_transfer,0
1367,M,60,45,63.54975245421389,2831.957787459113,28,8,monthly,bank_transfer,1
1368,M,27,35,110.93211710126602,3900.181297396601,32,2,yearly,credit_card,0
1369,F,19,51,110.52802134549755,5608.50368639496,40,7,yearly,credit_card,1
1370,F,21,25,147.25289985644685,3635.5980329043996,20,7,monthly,boleto,0
1371,F,69,50,132.41809504446513,6651.536943991127,12,9,yearly,boleto,1
1372,M,22,1,181.2132173508629,249.68294219476354,27,8,monthly,boleto,1
1373,M,66,45,52.44127739982085,2304.4991031046106,29,5,monthly,credit_card,0
1374,M,55,5,166.09982331419735,842.6849097563774,13,3,yearly,boleto,1
1375,F,25,38,53.39875114337626,1933.902310540607,3,7,yearly,bank_transfer,0
1376,F,62,12,95.64347427145489,1073.9947847211006,16,9,monthly,bank_transfer,0
1377,F,25,57,181.94947072693452,10341.681540036408,3,2,monthly,bank_transfer,0
1378,F,25,46,153.56212575156826,7120.603306191,4,3,monthly,credit_card,1
1379,F,47,7,75.7995017549215,491.66121079917673,48,4,yearly,credit_card,0
1380,F,32,53,123.61768161679144,6510.932101951669,39,1,monthly,credit_card,0
1381,F,33,15,158.2856271466979,2376.088771295191,1,3,monthly,boleto,1
1382,M,28,33,190.6014982009294,6291.703621188162,17,1,monthly,boleto,0
1383,M,49,6,145.14817988273057,831.63250565865,12,7,monthly,boleto,1
1384,F,19,7,53.701311714939095,475.2202603677356,48,4,monthly,boleto,1
1385,M,30,15,124.95527895444253,1861.0610156608693,21,6,monthly,credit_card,1
1386,M,46,32,72.94424587562416,2339.895117140877,12,0,monthly,boleto,1
1387,F,43,33,57.1669325712382,1866.4197979653386,31,5,monthly,boleto,0
1388,M,54,51,139.77659520223764,7150.60493342168,23,7,monthly,bank_transfer,0
1389,F,29,10,166.5382853765637,1727.1307317508426,9,6,monthly,bank_transfer,1
1390,F,51,45,55.409083324460646,2576.591934448458,15,7,monthly,bank_transfer,0
1391,M,57,1,167.53839064482793,129.42510688163392,6,1,yearly,boleto,0
1392,F,38,18,155.95818197172633,2862.2870343061345,34,5,monthly,boleto,0
1393,F,31,11,162.7980332252542,1818.262406455347,48,4,monthly,bank_transfer,1
1394,F,46,8,86.70925590735507,742.4008777318445,40,8,monthly,credit_card,1
1395,M,48,35,109.03931832401437,3811.7821777058634,18,6,monthly,boleto,0
1396,F,22,54,67.96262408108285,3660.629661714365,24,9,yearly,bank_transfer,1
1397,F,47,40,85.83364253516997,3480.131433692499,3,0,yearly,boleto,1
1398,F,26,51,95.4184507216145,4914.0756121051545,18,4,monthly,boleto,0
1399,M,47,35,97.91549593051792,3505.3283857612214,1,7,monthly,bank_transfer,1
1400,M,66,4,76.25598321452178,314.9513106306116,37,0,monthly,boleto,1
1401,F,45,21,78.3067697106715,1639.0964325423638,45,6,monthly,credit_card,0
1402,M,57,49,185.22055996882403,8952.814759472667,9,2,monthly,bank_transfer,1
1403,M,34,3,167.58404222234088,422.1890997672559,33,0,yearly,credit_card,0
1404,M,65,6,101.6716555237156,590.317352883124,29,6,monthly,boleto,1
1405,M,60,50,192.1465309221441,9552.273599544895,20,4,yearly,credit_card,0
1406,M,65,4,85.83840691884859,384.06015594705667,36,4,monthly,credit_card,0
1407,M,56,57,111.0230680175076,6262.813828918986,33,3,monthly,boleto,0
1408,F,51,45,172.0287967151856,7716.230635765837,13,6,monthly,credit_card,1
1409,M,45,40,116.43295553054399,4634.216896564835,39,6,monthly,credit_card,1
1410,M,66,32,85.1937984362219,2786.438704129073,32,6,yearly,credit_card,0
1411,M,62,6,105.28032014322326,601.2699834083573,15,7,monthly,bank_transfer,1
1412,F,39,25,125.10816085620223,3150.324627307455,36,6,monthly,bank_transfer,0
1413,M,22,48,143.0966575490506,6878.424868730564,32,0,yearly,bank_transfer,0
1414,F,18,54,110.8409749372285,6030.577070882703,5,1,monthly,bank_transfer,0
1415,F,30,27,114.69564966799614,3139.2932936417196,8,9,monthly,boleto,0
1416,F,21,50,89.59154192021379,4477.905090367212,16,2,monthly,bank_transfer,0
1417,F,28,46,130.30209476261177,5909.081633449782,2,4,monthly,boleto,0
1418,M,23,4,82.91843506543196,320.0866959294464,20,3,yearly,bank_transfer,0
1419,F,69,37,180.12893271621138,6663.772728273214,23,9,monthly,credit_card,1
1420,M,22,37,162.1050605399452,6012.187701635612,38,8,yearly,bank_transfer,0
1421,F,50,33,111.54184826212762,3644.0032353891706,8,4,monthly,credit_card,0
1422,F,36,46,162.08417705492715,7512.91720044708,28,6,monthly,bank_transfer,0
1423,F,27,53,51.04939127140595,2706.298708300265,33,5,yearly,credit_card,0
1424,F,54,33,101.67338339635948,3309.1967846892567,22,6,yearly,boleto,1
1425,M,68,19,116.04517222201828,2181.9468802812635,45,9,monthly,bank_transfer,0
1426,F,59,58,120.4697761318546,7083.674148345908,15,6,monthly,credit_card,0
1427,F,68,57,162.30972165655083,9284.873029070723,20,1,monthly,boleto,0
1428,F,48,41,194.42111413425707,8023.68850728276,0,5,yearly,bank_transfer,1
1429,M,53,38,106.99956956642046,4013.904295038307,20,8,monthly,credit_card,0
1430,F,25,7,102.5899774291812,683.6883573950784,1,0,monthly,credit_card,1
1431,M,62,24,141.57728398705942,3363.7837003953637,49,3,monthly,credit_card,0
1432,M,56,12,92.18804212873684,1115.4761924242732,12,2,yearly,credit_card,0
1433,M,31,31,71.20255007227838,2198.578960686352,40,7,monthly,bank_transfer,1
1434,F,36,49,194.2311305738298,9492.850677554808,5,1,monthly,bank_transfer,0
1435,M,49,14,171.42949352135332,2381.8094296737736,13,6,monthly,bank_transfer,0
1436,M,18,59,193.77493295361919,11393.019284929778,5,0,monthly,boleto,0
1437,M,60,8,82.67493180258751,652.4074900756295,18,9,monthly,boleto,1
1438,F,32,6,52.67138224545059,371.6890726643909,30,3,monthly,credit_card,0
1439,M,21,58,115.58923636071596,6628.518741344037,20,4,monthly,bank_transfer,0
1440,F,35,6,190.0413444487372,1157.5720383741848,30,7,yearly,bank_transfer,0
1441,F,61,44,70.74880083076384,3181.95187129759,40,3,monthly,credit_card,1
1442,F,32,46,67.57782842518975,3099.4207526304504,2,1,monthly,credit_card,1
1443,F,46,20,60.34291763687631,1180.4145512802315,21,9,monthly,bank_transfer,1
1444,M,60,4,164.7526998397962,705.2223736567142,29,1,monthly,credit_card,0
1445,M,19,19,167.88898007503084,3140.679527582144,26,4,monthly,boleto,0
1446,M,57,5,154.30640834951961,770.3974652506615,7,1,yearly,boleto,1
1447,F,33,40,57.993776768350415,2267.7588657147303,10,6,monthly,bank_transfer,1
1448,F,54,53,158.49325037228056,8306.637221229656,18,2,monthly,bank_transfer,0
1449,F,27,59,117.29432126925308,6912.765741646192,32,9,monthly,boleto,1
1450,M,25,48,73.68416329049074,3473.6700847802067,49,2,yearly,boleto,0
1451,M,58,46,94.26890157269031,4335.785946677296,18,6,monthly,bank_transfer,0
1452,M,60,53,125.17202598994415,6689.868858686075,26,0,monthly,boleto,1
1453,M,69,46,99.44772084045215,4667.30792899478,15,1,monthly,credit_card,0
1454,M,53,39,195.46238401123887,7627.709440635476,1,2,yearly,bank_transfer,1
1455,F,42,59,121.2112612560799,7202.425205707494,19,8,yearly,credit_card,0
1456,M,28,20,105.82257653782155,2136.3996632617627,17,9,monthly,credit_card,0
1457,F,33,25,150.97481434520552,3755.214677936385,7,6,yearly,bank_transfer,0
1458,M,51,54,147.5817585283872,7873.176142836364,33,3,yearly,boleto,0
1459,M,35,19,50.36589206079011,1038.276565509118,12,3,monthly,boleto,1
1460,F,43,18,142.77105474511143,2517.42387594795,11,2,monthly,boleto,0
1461,F,26,9,86.56534621535505,848.2266615090839,19,3,monthly,credit_card,0
1462,M,40,17,106.28504623818824,1833.6861675123127,48,4,monthly,bank_transfer,0
1463,M,30,36,155.95233361022665,5565.483370705791,31,6,yearly,credit_card,0
1464,M,23,53,133.60793315160436,7096.820375125979,21,2,monthly,bank_transfer,0
1465,F,24,9,105.29827162326454,1054.3299976736473,41,0,monthly,boleto,1
1466,M,44,41,75.11155277556861,3156.3562928415017,1,5,monthly,bank_transfer,0
1467,F,37,46,125.82232808716297,5762.191439202774,16,2,monthly,credit_card,0
1468,M,23,53,97.90490352608049,5153.360848973031,27,4,monthly,credit_card,1
1469,F,44,45,186.93917126121127,8417.273108620311,24,7,monthly,bank_transfer,0
1470,M,26,10,130.1519960433576,1293.2442739850842,33,8,monthly,boleto,1
1471,F,18,29,179.89459912556188,5276.930243923431,35,5,yearly,bank_transfer,0
1472,F,24,57,108.5271542725267,6223.027250355112,22,9,monthly,credit_card,0
1473,M,41,54,174.11557456819406,9317.628946606057,46,2,monthly,bank_transfer,0
1474,M,67,37,58.48053532581179,2186.713569826232,46,7,yearly,credit_card,0
1475,F,30,57,94.71785383520225,5389.96312056316,23,9,monthly,credit_card,0
1476,M,32,40,61.72638995670491,2470.9110050695995,45,2,monthly,bank_transfer,0
1477,M,30,4,54.747527107231086,231.4372591419573,32,7,monthly,boleto,1
1478,M,36,54,187.82933679846784,10202.720637381093,6,4,yearly,bank_transfer,0
1479,M,55,10,157.53031165995196,1624.1927647768207,5,8,monthly,credit_card,1
1480,M,34,23,143.76650967027058,3269.1425853818587,3,3,monthly,boleto,0
1481,M,52,15,129.87392141177494,1945.1782227921406,10,9,monthly,credit_card,1
1482,M,64,43,135.4331054325263,5801.19746395577,15,7,yearly,bank_transfer,1
1483,M,67,2,145.80355720796803,207.51481597060615,3,7,yearly,bank_transfer,1
1484,M,47,38,173.9869692110155,6606.036304638535,30,0,monthly,boleto,1
1485,M,55,51,139.53328336932924,7208.435173213746,20,0,monthly,boleto,1
1486,F,65,47,162.28711446663237,7541.892210244234,30,6,monthly,credit_card,1
1487,M,58,19,92.14670777446022,1749.584358031741,25,4,monthly,boleto,0
